0.0,0.0,0.0,0.0,5.415,0.0,4.66,3.91,0.0,0.0,8.64,0.0,3.57,0.0,1.31,5.245,3.64,5.22,6.02,5.605,7.475,0.0,0.0,0.0,0.0,5.605,7.745,0.0,6.09,0.0,7.985,0.265,0.0,0.0,6.165,7.21,0.0,1.58,0.0,7.865,0.0,5.075,0.0,0.0,0.0,0.0,5.535,7.72,8.445,7.865,0.0,0.0,0.22,5.315,0.0,7.5,0.0,0.0,0.0,0.0,2.475,5.825,0.0,0.0,0.195,8.835,0.0,3.25,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.545,7.985,8.35,8.835,8.375,8.615,5.415,8.155,7.305,8.495,8.035,5.68,6.895,2.67,6.53,3.835,5.68,5.995,6.7,5.995,7.235,8.835,9.175,7.645,8.86,7.765,5.585,8.615,8.375,9.1,7.89,7.355,8.47,8.47,7.72,8.085,6.48,8.47,8.57,5.245,5.05,8.545,7.62,7.67,8.52,5.85,8.64,7.915,7.915,7.765,6.555,8.23,8.375,8.155,7.745,8.42,0.0,7.28,6.75,8.81,7.575,7.11,7.575,8.665,6.725,8.375,7.04,4.755,8.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.835,0.0,0.075,0.34,0.0,0.0,0.0,0.0,0.075,0.0,1.31,0.095,5.12,6.845,4.735,3.615,6.455,0.0,0.0,0.0,0.0,5.435,7.84,0.145,7.765,0.0,7.745,7.355,0.0,0.0,7.405,8.35,0.0,0.0,4.925,5.85,0.0,7.21,0.0,0.0,0.0,3.035,4.03,6.31,7.185,9.005,0.0,0.0,6.915,6.845,0.0,7.5,0.0,0.0,0.0,0.0,5.075,5.92,0.0,0.0,6.115,7.04,0.0,7.135,6.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0
9.565,9.465,9.44,4.25,9.44,6.285,9.515,9.345,3.64,5.56,7.405,9.49,3.25,5.17,9.515,6.94,9.465,3.665,5.17,7.33,9.635,9.635,6.87,3.59,4.27,6.115,9.61,6.99,9.225,7.575,9.44,9.415,3.01,9.515,3.785,9.61,4.345,9.54,9.515,9.635,4.37,4.465,5.025,7.04,5.56,8.13,9.345,9.49,7.79,9.49,9.54,6.31,9.54,9.61,3.74,9.565,3.64,3.445,7.33,3.035,9.175,8.155,6.455,4.1,9.15,8.4,3.955,9.32,9.585,7.425,0.265,6.115,9.54,0.365,0.315,0.315,0.245,9.515,6.915,9.515,9.515,9.465,9.585,9.515,9.61,0.245,9.585,4.735,0.17,7.815,7.695,7.405,7.985,2.84,3.42,7.355,7.015,3.69,3.47,9.415
6.48,7.55,4.585,5.265,7.96,5.97,4.925,6.82,5.195,8.665,8.665,8.665,5.605,7.55,4.005,4.83,6.24,7.04,7.84,7.67,8.445,6.94,5.63,4.78,6.75,7.185,8.665,9.32,8.57,8.665,8.93,8.74,6.94,5.92,7.985,8.155,7.21,8.86,7.695,6.77,7.865,8.42,6.915,5.12,8.955,8.25,7.405,6.625,7.89,7.79,4.685,8.155,6.58,8.18,8.205,6.87,4.925,4.925,7.255,4.225,8.785,8.085,6.99,6.77,5.85,8.665,5.875,7.865,8.01,6.41,5.875,6.845,5.485,7.55,6.77,6.36,5.315,6.045,4.88,5.0,6.555,6.725,6.24,6.65,6.675,6.725,6.895,5.63,6.77,6.75,5.025,6.26,5.945,6.455,5.945,6.385,5.775,5.095,6.31,6.285
6.02,3.52,4.295,4.95,4.225,3.715,3.42,3.42,4.635,3.4,3.81,3.715,3.085,3.74,5.05,3.715,3.59,3.885,3.155,3.615,4.27,3.25,3.57,4.415,3.25,3.47,6.02,3.25,6.41,5.415,5.22,6.115,5.56,3.42,5.51,5.75,5.12,3.495,4.03,4.61,4.295,5.315,4.25,6.48,3.665,3.91,4.54,4.03,4.88,5.265,3.615,3.76,5.34,4.32,3.69,3.715,4.685,4.055,4.83,5.365,3.74,6.385,4.295,4.95,5.315,5.315,3.785,7.985,5.39,3.495,3.91,3.91,3.91,3.47,3.3,2.915,6.58,6.58,7.645,7.645,5.075,7.645,7.645,7.645,7.645,6.99,3.445,2.595,5.56,4.95,5.945,5.945,5.945,5.945,3.86,6.02,6.07,6.87,5.075,5.265
5.0,2.085,1.75,2.11,0.875,2.62,1.36,6.045,5.34,5.46,3.105,1.795,4.32,5.85,5.51,5.51,4.78,5.9,3.4,1.6,6.09,3.665,4.585,2.355,3.445,5.0,5.535,1.845,6.795,4.175,2.425,6.19,2.5,5.0,6.7,6.7,6.02,5.68,5.39,5.05,5.39,4.295,3.035,2.525,6.48,5.22,2.695,2.5,2.425,6.26,5.0,3.105,6.09,6.09,6.82,2.745,1.53,2.355,3.69,2.5,4.905,2.815,3.3,5.095,5.435,5.85,5.34,3.57,3.93,3.25,2.5,2.5,4.755,1.87,1.7,1.165,1.675,4.25,1.625,1.455,4.295,5.025,5.68,5.05,1.625,4.585,4.975,2.96,2.16,2.11,2.11,1.36,4.755,4.465,4.975,2.425,2.11,2.135,2.11,5.63
6.48,5.73,4.95,7.235,4.125,4.735,8.98,6.87,5.485,7.72,7.04,7.745,7.525,7.915,3.835,7.33,6.65,7.065,7.695,9.005,6.725,9.055,8.325,4.515,4.88,4.83,7.865,4.735,8.3,9.44,4.83,8.81,4.415,0.705,8.76,7.79,4.71,9.37,8.785,4.735,0.025,8.375,1.58,1.7,8.93,9.32,0.075,7.695,7.04,5.63,3.57,7.11,7.985,9.055,3.25,4.925,4.855,0.535,2.015,5.73,1.36,7.935,9.055,4.415,9.055,5.705,4.635,8.06,3.81,8.3,0.0,5.05,1.53,4.25,6.77,6.65,4.83,4.905,5.775,3.01,7.085,5.92,7.21,8.13,7.085,8.93,5.46,6.7,6.725,5.29,6.915,5.095,3.615,9.03,6.335,4.585,5.75,8.035,4.805,8.06
0.0,0.0,0.0,0.0,8.205,7.84,1.845,0.85,0.0,0.0,0.0,1.675,1.6,8.59,2.33,8.785,7.575,8.325,6.43,7.645,0.605,8.76,0.0,1.43,8.495,1.675,8.955,2.185,8.59,1.65,1.795,7.935,0.0,7.72,7.815,8.18,0.0,0.63,8.665,9.395,2.16,7.935,0.0,0.0,1.77,1.58,7.575,1.115,9.055,7.985,0.0,1.43,8.23,1.555,0.0,0.485,8.3,0.0,1.77,0.0,9.005,7.865,0.73,0.0,8.25,8.47,1.94,1.725,7.67,1.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.665,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,8.325,0.0,0.0,0.0
4.66,3.375,7.33,0.0,6.41,7.355,3.495,2.985,0.0,4.125,5.75,5.34,4.125,3.4,1.335,4.125,2.645,3.59,4.855,3.01,5.365,3.885,3.42,0.0,6.455,3.545,6.19,3.52,3.275,0.68,6.6,4.755,0.0,4.005,3.13,6.215,0.0,6.215,6.285,5.56,4.66,4.755,0.0,0.0,5.8,4.295,6.48,2.935,6.165,2.915,3.715,3.085,6.455,6.94,3.98,6.99,0.0,0.0,4.755,0.0,7.185,4.855,5.68,0.0,4.635,6.48,0.0,7.085,4.925,5.875,0.0,4.755,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0
